Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
168189,B005VOOKS8,A27L5L6I7OSV5B,"Alex Nennig ""al27""",3,6,3,1337299200,Bland Marley.,"To start with, I'll be upfront about a few things:<br /><br />A) I got this coffee free to try through the Amazon Vine program.<br /><br />B) I don't have a pod coffee maker, so I ripped open several bags and put the grounds in a normal filter, making a full 10 cup pot at a time.<br /><br />This said, I'm not in much of a position to assess the pod concept as I didn't use them this way.<br /><br />As far as the coffee itself.  Its fair, but not great.  Like other reviewers have mentioned its pretty weak stuff.  The taste kinda reminds me of a smoother McDonalds coffee.  Not bold by any means, but certainly drinkable if you're open to that kind of thing.<br /><br />I prefer a stronger flavor, so I won't be buying it again."
364202,B003XFOXQ6,AU03RESBU64O9,John G. Williams,1,1,5,1290556800,Feels like home again,"One of the best, if not the best and most versatile breakfast cereal available anywhere in the world. The reason for its popularity worldwide, is the number of British ex-patriots, who have settled in many different countries and sought out from their local grocery store available supplies of this, the tastiest and most nutritious of all cereals in my estimation. Way to go Weetabix. John Williams"
177399,B004U49QU2,A19DW3VKM5KKYB,TheBandit,0,0,4,1308873600,Health food? No. Good? Yes.,"Even though these soft, fudge-filled cookies verge on overkill (nothing wrong with good ol' standard Chips Ahoy), I like them a lot. I wouldn't recommend eating half a package at once, but if you are able to limit yourself to two cookies they aren't going to cause too much harm. Well, stay away from them if you are dieting I guess.<br /><br />They aren't that 'chewy' as the product name indicates. They are soft, somewhat crumbly chocolate-chocolate chip cookies. It's easy to over-indulge because you can easily pop a whole cookie in your mouth at once. So it's probably best not to go overboard. The 'gooey' part has to do with the chocolatey filling - there is a thin layer in the cookie.<br /><br />The package is kind of nice, with an easily resealable top that pulls open."
217920,B0049J2TZM,A3DK4BNKUKQ6K9,LOIS A BENNINNGTON,1,1,3,1297728000,love favor wish i could find,"i really like the favor,,,,so sorry????? can't find in any stores!!!!!!! why??????? is stacys chips going bye,bye.,,,,,so sorry,,,,once again amazon has come thru for me!!!!!!!!!!!!!!!!!!!!!!!!! thanks,,,,,"
377583,B000LKTBDQ,ATCL7JCDNZCX8,jeannie,0,0,5,1271116800,Yummy stuff,"If you can't eat gluten or want something more nutritious than white flour pasta, this is a great choice. I don't add any oil as someone suggested here (that makes sauces not stick so well later), just make sure the water is fully boiling and then stir periodically while it comes back up to a boil and it won't stick together at all. Make sure you salt the water, not just for flavor but because it raises the boiling temperature of the water. Don't overcook and if you're going to toss it into a skillet with veggies, undercook just slightly. It's pretty easy to make the adjustment, and it's good to keep in mind that this is a different kind of pasta so it does cook differently - that isn't a flaw. It doesn't have any strong taste and works perfectly in every dish I've tried so far, and I've been cooking with it for about a year now. Love this stuff!"
289303,B001C1MCHK,A24UAYWDYKJLOB,"S. P. Burns ""Mack""",1,1,1,1348099200,too expensive,This price of over 20 dollars is too expensive for a 72 oz bag. You can get the same at Sam's club for $11.
378783,B000H25R8Q,A1XVQ3KHS22E3F,expresslaine,0,0,5,1345766400,CASA FIESTA GUACAMOLE SEASONING,I PURCHASED THIS FOR MY DAUGHTER WHO CAN'T GET ENOUGH GUACAMOLE. SHE HAS TRIED VARIETY OF MIXES AND LIKES THIS ALOT NEXT TO EMERIL'S.  STAY FRESH PACKAGING. EASY TO OPEN. JUST NEED TO FIND A PLACE THAT CHARGES LESS THAN 1.00 EACH FOR AVACODO'S  (BUDGET MINDED HERE) LOL.
239797,B000KEPBCS,A8FYP62N41J1S,lkwilkins,2,2,4,1295136000,pleasantly surprised,"I used this flour to make the banana bread recipe that is on the back of the package. After reading some of the reviews, I was quite worried about how it would taste. I was able to serve the banana bread to some friends that were visiting and we all enjoyed it. I have not used the flour for anything else, however, I did not notice the bean flavor that has been mentioned in other reviews."
173831,B000GAO91K,A1KRYEH6EDGQ6E,"M. Aversano ""Myasworld""",0,0,5,1328659200,Good quality oil.,"Would recommend.  Keep in mind that it is a darker oil and more flavorful. Great for salads and meats, not sure about baking with it."
299823,B0040J01KQ,AQCWXR8WW8ODH,linda g,1,1,4,1304294400,Tasty Pop Tarts,"The poptarts were very tasty, the kids loved that they had several boxes.  However, I think it would have been alittle better if we could chose something other than the brown sugar ones.  Like maybe 2 flavored ones. Or a non-iced and iced flavored poptarts."
210080,B004LL00WM,ABE4NMHQOP4W4,"Green Consumer ""(Google 'buying carbon offsets')""",4,4,5,1314835200,WONDERFUL stuff-- you'll never go back to plain table salt after you try this!,"Tasty AND good for you, what more could you want from a salt?  Good price too.  Definitely get the coarse kind and grind it yourself for the best flavor.  Heaven on a ripe summer tomato!"
437080,B000WFPJIG,ABCNNP742AV30,DM,1,8,1,1342915200,zero outta 5,"Zero out of five cats, all ferals, said euck.<br /><br />I've got a new feral who will eat nothing but Safeway's Mom-to-Mom Chicken Baby food (buck a jar!)<br /><br />He will not eat:<br />Chicken livers Steamed and pureed . or raw NO<br />Chicken hearts, Steamed and pureed , combined or separate from livers NO<br />Chicken breast, steamed and pureed NO or saut&eacute;ed/pureed NO<br />Chicken thighs saut&eacute;ed in water, pureed NO<br />Beef steak, steamed and pureed, saut&eacute;ed/pureed NO<br />Pork ditto NO<br />Baby food (chix only. will not touch others) - Mom to Mom YES; Beeches NO, Oorganics Not anymore, Gerbers NO<br />Calif. Nat. Chix/rice, Deep water fish canned  NO. Chix/rice dry YES<br />Whiskas  chicken a little some times<br />Safeway priority NO<br />Science Diet chicken  once; I/D dry and canned NO<br />Tuna w/water (bumble bee, safeway brand)<br />Tuna w/oil  (walmart) NO<br />Pink Salmon - canned for human consumption NO<br />TwinPet w/chicken (walmart) NO<br />Fancy Feast Classic (liked for awhile, no more) Grilled (NO)<br />IAM  NO<br />MAX Cat Adult Turk/Gib once<br />Newman's NO<br />Wellness -grain-free Chicken NO<br />EVO - cat & kitten chicken NO<br />Meow Mix - Chicken and Liver NO, Chicken topped w/shreds NO<br />Fancy Feast Chicken dry NO<br />Friskies- chicken w/fish and cheese canned NO<br /><br />ANY SUGGESTIONS ANYONE? please. He's been to two vets and they can't find anything wrong. weird. I'm going bananas with this guy"
419706,B0029ZAOW8,A1686B1FX2ZVB4,"Joan B. Shaw ""JS""",1,4,4,1222646400,Good Communications,I rec'd different flavor of item ordered 5-Hour Energy Berry 12 bttls; but my email was answered immediately & an equitable solution was reached quickly.  Would definitely use this vendor again.
434577,B0049W9AUG,A5M6D6ML0OLHN,Heli Fink,1,1,4,1330214400,Have a spot of tea !,"I seem to have entered my green tea ""wave"".<br />After years of only black tea, then white, oolong and green tea, I have discovered the loose fruit flavored green tea mixes sold by Teavana, which are delightful. Teavana makes tea drinking a pleasure with all the available accoutrements and utensils.<br /><br />This green tea mix is flavored with apple pieces, hibiscus flowers, rosehip peels, blackberries, and blackberry flavoring, raspberries, plum pieces, cactus blossoms and spearmint and is called Blackberry Mojito.<br /><br />Fruitmixes are nothing new in the tea world, but Teavana's product is most fresh in the vacuum sealed pouches and has a wonderfully delicious fruity fragrance. However as an infusion, I found its slight astringent tartness somewhat objectionable, which most likely stems from the rosehips peel. Perhaps other people prefer this. If compared to the Lipton fruit flavored green and white tea bags, which are available now, and look like little pyramids, I have to say that I do prefer their taste, but as a potpourri Blackberry Mojito is the winner."
429791,B007RTR9FQ,A2MUGFV2TDQ47K,"Lynrie ""Oh HELL no""",0,1,4,1338422400,Squeaky Clean Feel is Missing BUT...,"The shampoo suds nicely but doesn't rinse squeaky clean. I guess that's in preparation for it's conditioner partner. The tropical fragrance is very summery and the shampoo isn't overly bubbly, it foams lightly. My hair didn't feel stripped and rough like some shampoos make it feel. My hair was silky and ready to receive the goodness it needed from the conditioner. My only gripe is the fragrance is a bit overpowering.<br /><br />This is Step1: Cleanse ... in the Ultra Shea line"
515176,B000FFLTAK,A1CRIZ7FCVX1HT,Tammy,1,3,3,1289952000,Didn't really care for it.,"Something just didnt taste right about this oatmeal.  Maybe I am just spoiled by my quaker. lol  Anyway, I gave it away."
539886,B001SJHNKC,A2BM3K7PMWQESV,Shawn,1,1,4,1310601600,Medium? Somewhat.,"As the title says, this is an awkward ""medium"" roast. It looks like a dark and oily roast but when you drink it, its got no hint of a dark roast. Furthermore, it glides through my Hario Mini Mill with ease so there is a good amount of oil but it simply doesn't taste charred/dark as I typically hate it. Don't expect to open this up and see Illy light brown beans.<br /><br />As far as taste, its a good every-day thing. I brew in a Moka and its not harsh. Haven't tried it in my broken French Press (Just the wire plunger is broken hence why I hardly use it nowadays). Chocolate but not a sweet chocolate taste, more of a real raw cocoa taste which is nice, I hate very heavy and sweet toned coffee. Still a very solid and straightforward coffee taste, no surprises. I bought the tins because A) They look nice and B) Somebody threw away my old Illy canisters so I needed something to hold the beans in. I'd suggest getting the cheaper bag as its got more beans per your dollar."
